4.844116040459490666e-03,7.955471317090663172e-03
4.889315747862690159e-03,7.845715484429192574e-03
4.945277290361891308e-03,7.729013080080285140e-03
5.013435579303224428e-03,7.612310675731377707e-03
5.086616057956024929e-03,7.522005243794723135e-03
5.174145650070158947e-03,7.430310497520583625e-03
5.257370508145892476e-03,7.371959295346129475e-03
5.347769922952293198e-03,7.306661521484241091e-03
5.433147148047227405e-03,7.233027861597431801e-03
5.518524373142160745e-03,7.138554486648317210e-03
5.590987396121894354e-03,7.046859740374175965e-03
5.658428229390161449e-03,6.949607736750087160e-03
5.723716695639228733e-03,6.846798475776049928e-03
5.775373504100028525e-03,6.763439615526830456e-03
5.820573211503228886e-03,6.673134183590176752e-03
5.848553982752829027e-03,6.616172295753211009e-03
5.874382386983229357e-03,6.556431779241270186e-03
5.888731500444562873e-03,6.518920292129122204e-03
5.893036234482963362e-03,6.506416463091738676e-03
5.893036234482963362e-03,6.506416463091738676e-03
5.897340968521362116e-03,6.492523319716868475e-03
5.900210791213629687e-03,6.477240862004512469e-03
5.899493335540562794e-03,6.438340060554876947e-03
5.885144222079229277e-03,6.398049944767753884e-03
5.857880906502695162e-03,6.359149143318118362e-03
5.826312856887762293e-03,6.314691084518534413e-03
5.778960782465362121e-03,6.268843711381464658e-03
5.728738885350695247e-03,6.196599365832141174e-03
5.668472608813094477e-03,6.131301591970252790e-03
5.590987396121894354e-03,6.043774788708572432e-03
5.520676740161360556e-03,5.943744156409510281e-03
5.448931172854692973e-03,5.842324209772959721e-03
5.377185605548026257e-03,5.742293577473897570e-03
5.307592405260559351e-03,5.625591173124991004e-03
5.237999204973092446e-03,5.508888768776083571e-03
5.166253637666425730e-03,5.388018421414716118e-03
5.095942981705891932e-03,5.271316017065809552e-03
5.033524338149091351e-03,5.143499098017007866e-03
4.975410428630690392e-03,5.022628750655639546e-03
4.920883797477624763e-03,4.907315660644220520e-03
4.872096811709090806e-03,4.800338456657721534e-03
4.824744737286689768e-03,4.714200967733528716e-03
4.789589409306423302e-03,4.625284850134362552e-03
4.756586448345356648e-03,4.561376390609960842e-03
4.732192955461089236e-03,4.507193131447968446e-03
4.712104196615223180e-03,4.458567129635924477e-03
4.686275792384822850e-03,4.423834271198749842e-03
4.661164843827489412e-03,4.369651012036756578e-03
4.634618983924022190e-03,4.291849409137486401e-03
4.590136732193889589e-03,4.211269177563241144e-03
4.546371936136822146e-03,4.111238545264178125e-03
4.498302406041355082e-03,4.005650655615166679e-03
4.437318673830688287e-03,3.901452080303643207e-03
4.369160384889354300e-03,3.783360361617249534e-03
4.295262450563487773e-03,3.662490014255882081e-03
4.215624870853086972e-03,3.548566238581949729e-03
4.132400012777352576e-03,3.433253148570529836e-03
4.044152964990152532e-03,3.308214858196701063e-03
3.960928106914419003e-03,3.191512453847794931e-03
3.883442894223218880e-03,3.063695534798991510e-03
3.813132238262684649e-03,2.945603816112597837e-03
3.737799392590683903e-03,2.840015926463587692e-03
3.658161812880283970e-03,2.728870779464628686e-03
3.579241688842950062e-03,2.616336318128183007e-03
3.498886653459483236e-03,2.505191171129224001e-03
3.420683985095216220e-03,2.394046024130265429e-03
3.341763861057882312e-03,2.282900877131306856e-03
3.266431015385882000e-03,2.157862586757478083e-03
3.191098169713881688e-03,2.032824296383649310e-03
3.120787513753347890e-03,1.895282176972438309e-03
3.049759402119747199e-03,1.756350743223739986e-03
2.981601113178413646e-03,1.603526166100171678e-03
2.914160279910146551e-03,1.449312274639116046e-03
2.850306725007213052e-03,1.282594554140677971e-03
2.787888081450412472e-03,1.117266147979727219e-03
2.730491627605078839e-03,9.394339127813931562e-04
2.673812629432812098e-03,7.616016775830597441e-04
2.622873276645078331e-03,5.754335563598026067e-04
2.632200200394944900e-03,3.725936630867041988e-04
2.596327416741611542e-03,2.072652569257518208e-04
2.554714987703744344e-03,5.166205112721053921e-05
2.528169127800277555e-03,1.025518403338450179e-04
2.506645457608277713e-03,2.289794450451609117e-04
2.492296344146944197e-03,3.456818493940672608e-04
2.477229775012544221e-03,4.248727666308260080e-04
2.465033028570410515e-03,4.790560257928180789e-04
2.460010838858944001e-03,5.249033989298878882e-04
2.454988649147477487e-03,5.513003713421403161e-04
2.453553737801344135e-03,5.721400864044450755e-04
2.451401370782143891e-03,5.749187150794196144e-04
2.452118826455210784e-03,5.749187150794196144e-04
2.448531548089877621e-03,5.610255717045498471e-04
2.449249003762944080e-03,5.596362573670625234e-04
2.449966459436010973e-03,5.582469430295751997e-04
2.449966459436010973e-03,5.582469430295751997e-04
2.449966459436010973e-03,5.582469430295751997e-04
2.449966459436010973e-03,5.582469430295751997e-04
2.450683915109077432e-03,5.568576286920895024e-04
2.450683915109077432e-03,5.568576286920895024e-04
2.452118826455210784e-03,5.554683143546021787e-04
2.452118826455210784e-03,5.554683143546021787e-04
2.447096636743743836e-03,5.429644853172196266e-04
2.447096636743743836e-03,5.429644853172196266e-04
2.447814092416810729e-03,5.415751709797323029e-04
2.448531548089877621e-03,5.415751709797323029e-04
2.448531548089877621e-03,5.415751709797323029e-04
2.448531548089877621e-03,5.415751709797323029e-04
2.447814092416810729e-03,5.415751709797323029e-04
2.446379181070677377e-03,5.443537996547053240e-04
2.445661725397610484e-03,5.457431139921926477e-04
2.446379181070677377e-03,5.443537996547053240e-04
2.446379181070677377e-03,5.443537996547053240e-04
2.446379181070677377e-03,5.443537996547053240e-04
2.446379181070677377e-03,5.443537996547053240e-04
2.446379181070677377e-03,5.443537996547053240e-04
2.447096636743743836e-03,5.429644853172196266e-04
2.445661725397610484e-03,5.457431139921926477e-04
2.445661725397610484e-03,5.651935147170100834e-04
2.436334801647743915e-03,5.776973437543942618e-04
2.418398409821077236e-03,6.027050018291593659e-04
2.380373259148543634e-03,6.179874595415164569e-04
2.320824438284010190e-03,6.054836305041339049e-04
2.249796326650409500e-03,5.693614577294720544e-04
