4.253882511816344143e-03,5.779501060794505971e-03
5.266711681296425834e-03,6.145292267173905511e-03
6.414584740040520268e-03,6.145292267173903776e-03
6.887238352464554458e-03,4.755285682932187952e-03
8.237677245104668006e-03,4.828443924208066819e-03
7.832545577312634982e-03,3.072646133586954490e-03
8.507765023632690021e-03,3.438437339966353597e-03
8.035111411208644555e-03,3.877386787621628535e-03
8.035111411208653229e-03,4.974760406759825421e-03
6.819716407832548087e-03,4.828443924208074625e-03
6.347062795408517366e-03,5.121076889311587492e-03
6.144496961512493048e-03,5.413709854415100359e-03
4.861580013504404954e-03,4.389494476552789279e-03
4.253882511816332868e-03,4.755285682932187952e-03
2.633355840648216820e-03,2.999487892311078659e-03
2.430790006752192936e-03,3.145804374862830322e-03
1.350438892640109211e-03,1.975272514448757170e-03
4.051316677920289576e-04,6.584241714829121902e-04
0.000000000000000000e+00,0.000000000000000000e+00
4.051316677920481480e-04,7.315824127587982131e-04
2.700877785280065115e-04,8.047406540346842361e-04
6.752194463200162787e-05,2.048430755724633002e-03
1.350438892640109211e-03,2.121588997000508400e-03
2.565833896016196138e-03,2.048430755724643410e-03
2.970965563808244340e-03,2.341063720828145869e-03
4.456448345712357186e-03,2.414221962104042517e-03
4.726536124240392212e-03,3.804228546345742295e-03
5.671843349088452786e-03,3.438437339966364005e-03
7.292370020256597890e-03,4.608969200380416339e-03
6.617150573936533310e-03,5.267393371863359972e-03
6.752194463200546053e-03,5.340551613139214553e-03
6.752194463200546053e-03,5.267393371863359972e-03
6.549628629304532143e-03,6.145292267173888164e-03
6.549628629304526939e-03,6.145292267173908980e-03
6.752194463200546053e-03,6.364766991001556858e-03
6.617150573936533310e-03,6.145292267173888164e-03
5.874409182984477104e-03,6.730558197380955530e-03
5.469277515192441479e-03,6.364766991001536041e-03
5.131667792032416561e-03,6.072134025898033582e-03
4.591492234976370795e-03,5.633184578242737828e-03
4.456448345712360655e-03,4.535810959104561758e-03
3.308575286968267522e-03,4.682127441656291737e-03
3.106009453072251011e-03,3.365279098690488174e-03
2.295746117488185831e-03,2.853171409759296204e-03
1.890614449696152374e-03,2.560538444655793746e-03
2.430790006752197707e-03,1.828956031896995533e-03
2.363268062120191335e-03,2.853171409759337838e-03
2.498311951384201476e-03,4.096861511449245187e-03
4.186360567184338639e-03,4.243177994001037616e-03
4.118838622552334003e-03,5.267393371863339155e-03
4.523970290344367894e-03,5.560026336966883247e-03
5.739365293720464362e-03,5.486868095690986165e-03
6.414584740040519401e-03,6.218450508449784378e-03
6.954760297096560830e-03,6.364766991001536041e-03
7.494935854152602259e-03,5.998975784622137368e-03
7.832545577312640186e-03,6.072134025898033582e-03
8.305199189736670040e-03,6.584241714829183918e-03
7.832545577312629778e-03,6.145292267173888164e-03
7.292370020256597890e-03,6.730558197380976347e-03
6.617150573936523769e-03,6.218450508449784378e-03
7.089804186360573572e-03,5.560026336966841613e-03
7.494935854152622208e-03,5.852659302070385705e-03
7.427413909520601092e-03,5.925817543346281920e-03
7.562457798784604293e-03,5.852659302070385705e-03
7.359891964888599057e-03,5.852659302070385705e-03
7.427413909520601092e-03,5.852659302070385705e-03
7.089804186360573572e-03,6.584241714829183918e-03
7.089804186360573572e-03,6.584241714829183918e-03
6.617150573936523769e-03,7.242665886312085917e-03
6.684672518568544886e-03,7.315824127587982131e-03
6.414584740040538482e-03,8.047406540346779477e-03
6.347062795408498284e-03,8.120564781622676559e-03
6.009453072248470765e-03,8.778988953105578558e-03
5.874409182984505727e-03,8.705830711829681476e-03
5.401755570560436842e-03,9.364254883312625108e-03
5.334233625928416593e-03,9.364254883312583475e-03
4.794058068872402920e-03,9.803204330967962496e-03
8.777852802160787064e-04,1.068110322627838747e-02
3.376097231600273026e-03,8.705830711829764743e-03
3.916272788656324430e-03,8.193723022898490374e-03
2.498311951384194537e-03,8.120564781622676559e-03
2.025658338960163816e-03,6.657399956105080133e-03
1.350438892640109211e-03,6.145292267173888164e-03
1.417960837272091729e-03,4.170019752725183035e-03
1.147873058744123490e-03,2.853171409759296204e-03
4.726536124240305584e-04,2.414221962104000883e-03
4.726536124240305584e-04,1.390006584241699995e-03
1.350438892640032557e-04,1.097373619138197320e-03
2.025658338960240740e-04,1.463164825517929168e-04
6.752194463202081825e-05,0.000000000000000000e+00
3.376097231600273026e-04,7.315824127587982131e-04
6.752194463198243749e-05,7.315824127589645840e-05
6.752194463202081825e-05,7.315824127589645840e-05
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
6.752194463198243749e-05,7.315824127581328654e-05
0.000000000000000000e+00,0.000000000000000000e+00
1.350438892640416365e-04,7.315824127589645840e-05
0.000000000000000000e+00,0.000000000000000000e+00
4.726536124240689391e-04,6.584241714829017818e-04
